,금융기관별,구별,동별,2018 년,2019 년,2020 년,2021 년,2022 년
1399,KDB산업은행,서초구,반포2동,1.0,1.0,1.0,1.0,1.0
1400,KDB산업은행,강남구,삼성1동,1.0,1.0,1.0,1.0,0.0
1401,KDB산업은행,강남구,대치1동,2.0,1.0,1.0,1.0,1.0
1402,KDB산업은행,강남구,도곡2동,1.0,1.0,1.0,1.0,1.0
1403,KDB산업은행,강남구,압구정동,1.0,1.0,1.0,1.0,1.0
1404,KDB산업은행,강남구,대치2동,0.0,0.0,0.0,0.0,1.0
1405,KDB산업은행,송파구,잠실본동,0.0,0.0,1.0,0.0,0.0
1406,KDB산업은행,송파구,잠실6동,1.0,1.0,0.0,1.0,1.0
1407,한국수출입은행,영등포구,여의동,1.0,1.0,1.0,1.0,1.0
1408,한국수출입은행,서초구,서초1동,1.0,1.0,1.0,1.0,1.0
1409,외국은행,종로구,사직동,1.0,1.0,1.0,1.0,1.0
1410,외국은행,종로구,종로1.2.3.4가동,10.0,10.0,10.0,9.0,9.0
1411,외국은행,중구,소공동,7.0,5.0,5.0,5.0,4.0
1412,외국은행,중구,회현동,2.0,2.0,2.0,2.0,3.0
1413,외국은행,중구,명동,14.0,14.0,14.0,14.0,14.0
1414,외국은행,광진구,화양동,0.0,0.0,0.0,0.0,1.0
1415,외국은행,영등포구,여의동,2.0,2.0,2.0,2.0,2.0
1416,외국은행,영등포구,대림2동,0.0,0.0,0.0,0.0,1.0
1417,외국은행,영등포구,대림3동,0.0,0.0,0.0,0.0,1.0
1418,외국은행,강남구,대치4동,1.0,1.0,1.0,1.0,1.0
